我 wo3  "戈 ge1, 弋 yi4" 0 "我们 我国 自我 我方" "我 wo3 i; me; my
我们 wo3men5 we; us; ourselves; our
土炕 tu3kang4 heated brick common bed"
旎 ni3 你拟薿 "尼 ni2, 方 fang1, 𠂉 jiu3, 万 wan4, 尸 shi1, 匕 bi3" 4724 旖旎 "旎 ni3 fluttering of flags
旖旎 yi3ni3 charming and gentle"
娆 rao2 饶桡荛 "女 nü3, 尧 yao2, 兀 wu4, 儿 er2" 4725 妖娆 "娆 rao2 graceful
妖娆 yao1rao2 enchanting; alluring (of a girl)"
锗 zhe3 褶啫者赭 "钅 jin1, 者 zhe3, 𠂉 jiu3, 二 er4, 日 ri4, 土 tu3, 十 shi2, 囗 wei2" 4726  "锗 zhe3 germanium (chemistry)"
泸 lu2 鲈鸬垆舻轳栌庐芦颅胪𬬻炉卢 "氵 shui3, 卢 lu2, ㇀ ti2, 尸 shi1" 4727 泸州 "泸 lu2 old name of a river in jiangxi; place name
泸州 lu2zhou1 luzhou prefecture-level city in sichuan"
髭 zi1 镃孖鼒鄑觜辎赀孳嵫龇锱鲻孜趑嗞咨资粢缁滋淄姿 "髟 biao1, 此 ci3, 彡 shan1, 三 san1, 二 er4, 厶 si1, 止 zhi3, 匕 bi3" 4728  "髭 zi1 mustache"
铱 yi1 噫漪壹祎医揖衣伊依一咿猗黟衤繄洢 "钅 jin1, 衣 yi1, 𠂉 jiu3, 二 er4, 亠 tou2" 4729  "铱 yi1 iridium (chemistry)"
诹 zou1 驺鲰鄹邹陬 "讠 yan2, 取 qu3, 耳 er3, 又 you4" 4730  "诹 zou1 to choose; to consult"
脔 luan2 滦鸾峦娈銮栾挛孪 "肉 rou4, 亠 tou2, 内 nei4, 人 ren2" 4731  "脔 luan2 skinny; sliced meat"
嗥 hao2 貉壕毫嚎濠豪蚝 "口 kou3, 皋 gao1, 白 bai2, 日 ri4, 囗 wei2, 大 da4, 十 shi2, 人 ren2" 4732  "嗥 hao2 to howl (like a wolf)"
丞 cheng2 程橙裎宬城埕承酲塍澄珵呈珹澂枨铖乘成晟惩憕诚 "水 shui3" 4733 丞相 "丞 cheng2 deputy
丞相 cheng2xiang4 the most senior minister of many kingdoms or dynasties (with varying roles); prime minister"
鳐 yao2 爻瑶尧徭遥峣谣窑肴摇姚垚轺珧媱猺 "鱼 yu2, 䍃 yao2, ⺈ yi4, 田 tian2, 囗 wei2, 十 shi2, 缶 fou3, 午 wu3, 凵 kan3, 𠂉 jiu3" 4734  "鳐 yao2 skate (cartilaginous fish belonging to the family rajidae); ray (fish)"
倏 shu1 抒毹枢摅疏陎殊殳鄃舒蔬输菽梳叔纾淑书姝 "犬 quan3, 大 da4, 人 ren2" 4735 "倏地 倏忽 倏然" "倏 shu1 sudden; abrupt
倏地 shu1de5 swiftly; suddenly
倏忽 shu1hu1 (literary) suddenly
倏然 shu1ran2 (literary) suddenly"
瑢 rong2 茸溶狨嵘榕融戎镕容荣熔蝾绒蓉 "容 rong2, 十 shi2, ㇀ ti2, 宀 mian2, 谷 gu3, 冖 mi4, 八 ba1, 人 ren2, 口 kou3" 4736  "瑢 rong2 gem ornaments for belts"
昴 mao3 卯铆泖峁 "日 ri4, 卯 mao3, 囗 wei2" 4737  "昴 mao3 the pleiades"
髌 bin4 鬓摈殡膑 "骨 gu3, 宾 bin1, 冖 mi4, 宀 mian2, 兵 bing1, 丘 qiu1, 八 ba1, 斤 jin1" 4738  "髌 bin4 kneecapping; to cut or smash the kneecaps as corporal punishment"
屣 xi3 枲喜铣憙蓰𬭳徙葸玺禧𬶮洗 "尸 shi1, 徙 xi3, 彳 chi4, 止 zhi3, 人 ren2" 4739  "屣 xi3 slippers"
殄 tian3 忝舔腆晪淟 "歹 dai3, 夕 xi1, 彡 shan1" 4740  "殄 tian3 to exterminate"
鳌 ao2 敖璈翱廒熬聱嶅鏖獒嗷遨螯 "敖 ao2, 鱼 yu2, 士 shi4, 方 fang1, 攵 pu1, 十 shi2, 万 wan4, 𠂉 jiu3, 乂 yi4, ⺈ yi4, 田 tian2, 囗 wei2" 4741  "鳌 ao2 mythological sea turtle"
蝰 kui2 喹睽櫆馗魁暌骙夔揆戣葵奎逵 "虫 chong2, 奎 kui2, 中 zhong1, ㇀ ti2, 口 kou3, 大 da4, 圭 gui1, 人 ren2, 土 tu3, 十 shi2" 4742  
歃 sha4 嗄霎厦唼 "臿 cha1, 欠 qian4, 千 qian1, 臼 jiu4, 十 shi2, ⺈ yi4, 人 ren2" 4743  "歃 sha4 to drink"
祇 qi2 跂祈綦亓崎淇岐其鳍齐颀旗俟埼鲯䓫祺歧𨙸蜞愭蛴萁脐 "氏 shi4, 卜 bu3" 4744  "祇 qi2 god of the earth"
愎 bi4 邲襞觱髀陛婢荜蔽庳毖坒赑敝壁庇苾哔毙闭碧诐薜跸滗 "忄 xin1, 复 fu4, 𠂉 jiu3, 日 ri4, 囗 wei2" 4745  "愎 bi4 perverse; obstinate; willful"
鲇 nian2 年黏 "鱼 yu2, 占 zhan4, ⺈ yi4, 田 tian2, 囗 wei2, 十 shi2, 口 kou3" 4746  "鲇 nian2 sheatfish (parasilurus asotus); oriental catfish"
镬 huo4 祸惑藿豁㸌获嚯货或濩霍蠖 "钅 jin1, 𠂉 jiu3, 二 er4, 艹 cao3, 十 shi2" 4747  
幄 wo4 硪握龌沃偓肟斡卧渥 "巾 jin1, 屋 wu1, 尸 shi1, 至 zhi4, 土 tu3, 厶 si1, 十 shi2" 4748  "幄 wo4 tent"
龃 ju3 踽蒟沮矩榉咀举筥弆莒 "齿 chi3, 且 qie3, 止 zhi3, 凵 kan3, 人 ren2" 4749  "龃 ju3 irregular; uneven teeth"
镴 la4 剌蝲蜡𬶟辣腊瘌 "钅 jin1, 𠂉 jiu3, 二 er4, 囗 wei2, 乂 yi4" 4750  "镴 la4 solder; tin"
茕 qiong2 琼邛蛩穷䓖筇銎穹 "艹 cao3, 冖 mi4, 十 shi2" 4751  "茕 qiong2 alone; desolate"
遴 lin2 磷潾淋璘嶙林琳啉鳞霖辚临翷邻粼𬭸瞵箖𬴊麟 "辶 chuo4, 米 mi3, 舛 chuan3, 木 mu4, 十 shi2, 夕 xi1" 4752 遴选 "遴 lin2 (literary) to select
遴选 lin2xuan3 to pick; to choose; to select"
忪 song1 菘娀淞崧松嵩凇 "忄 xin1, 公 gong1, 八 ba1, 厶 si1" 4753  "惺忪 xing1song1 drowsy-eyed; wavering; indecisive; awake; conscious; clearheaded"
馐 xiu1 庥脩鸺休羞髹䗛貅咻修 "羞 xiu1, ⺈ yi4, 丑 chou3, 十 shi2" 4754  "馐 xiu1 delicacies"
驽 nu2 孥笯奴 "奴 nu2, 马 ma3, 女 nü3, 又 you4" 4755  "驽 nu2 (literary) inferior horse"
苫 shan1 删跚钐潸舢彡衫姗埏芟珊杉煽烻山 "艹 cao3, 占 zhan4, 十 shi2, 口 kou3" 4756  "苫 shan1 straw mat; thatch"
饽 bo1 拨砵玻嶓波哱𬭛钵蕃播剥菠 "孛 bei4, ⺈ yi4, 十 shi2, 冖 mi4, 子 zi5, 了 le5" 4757 饽饽 "饽 bo1 cake; biscuit
饽饽 bo1bo5 pastry; steamed bun; cake"
醌 kun1 坤鹍鲲昆琨髡堃焜裈锟婫 "酉 you3, 昆 kun1, 西 xi1, 儿 er2, 囗 wei2, 日 ri4, 比 bi3, 匕 bi3" 4758  "醌 kun1 quinone (chemistry)"
彤 tong2 峂瞳佟砼哃铜橦𦒍酮仝曈童鲖𫍣桐穜同潼茼僮烔 "丹 dan1, 彡 shan1, 亠 tou2" 4759  "彤 tong2 red"
鸸 er2 陑儿而鲕耏 "而 er2, 鸟 niao3, 乌 wu1, 马 ma3" 4760  
楂 zha1 哳齇吒揸渣扎奓挓 "木 mu4, 查 cha2, 十 shi2, 旦 dan4, 日 ri4, 囗 wei2" 4761 山楂 "楂 cha2 fell trees; raft; to hew
山楂 shan1zha1 chinese hawthorn (crataegus pinnatifida)"
禹 yu3 与鄅窳雨予羽屿瘐俣伛宇敔庾圄龉圉语㺄瑀  4762 大禹 "禹 yu3 yu the great (c. 21st century bc), mythical leader who tamed the floods
大禹 da4yu3 yu the great (c. 21st century bc) mythical leader who tamed the floods"
殚 dan1 箪郸丹担眈耽单瘅儋聃 "歹 dai3, 单 dan1, 夕 xi1, 日 ri4, 十 shi2, 囗 wei2" 4763  "殚 dan1 entirely; to exhaust"
藜 li2 缡醨嫠黧鲡骊罹蜊㰀黎厘喱犁蠡蓠漓篱狸鹂梨离璃 "艹 cao3, 黎 li2, 十 shi2, 禾 he2, 木 mu4, 八 ba1" 4764  "藜 li2 name of weed plant (fat hen, goosefoot, pigweed etc); chenopodium album"
萸 yu2 蝓鱼渔竽褕逾雩于盂愉嵛愚娱邘虞臾嵎畬谀禺窬艅腴揄 "艹 cao3, 臾 yu2, 十 shi2, 臼 jiu4, 人 ren2" 4765  "萸 yu2 cornelian cherry"
俪 li4 立篥例蛎𫵷猁朸凓沥荔坜苈粒珕浰溧砾疠轹枥𬍛跞傈莉 "丽 li2" 4766 伉俪 "俪 li4 husband and wife
伉俪 kang4li4 husband and wife (literary)"
翟 di2 髢觌涤狄敌迪蹢籴嘀荻嫡𬱖笛 "羽 yu3, 隹 zhui1, 习 xi2, ㇀ ti2, 亠 tou2, 土 tu3, 十 shi2" 4767  "翟 di2 long-tail pheasant"
汩 gu3 嘏榖瀔𦙶馉鹄瞽诂鹘钴牯蛊谷臌贾鼓古羖毂骨罟股 "氵 shui3, 曰 yue1, ㇀ ti2, 囗 wei2" 4768  "汩 gu3 confused; extinguished"
瘘 lou4 陋漏镂 "疒 ne4, 娄 lou2, 广 guang3, ㇀ ti2, 厂 chang3, 米 mi3, 女 nü3, 木 mu4, 十 shi2" 4769  "瘘 lou4 fistula; ulceration"
绛 jiang4 弶酱将洚犟降糨匠 "纟 si1, ㇀ ti2, 十 shi2" 4770  "绛 jiang4 purple-red"
谒 ye4 腋页晔曳馌夜靥液业烨叶邺 "讠 yan2, 曷 he2, 曰 yue1, 囗 wei2" 4771 拜谒 "谒 ye4 to visit (a superior)
拜谒 bai4ye4 to pay a formal visit; to call to pay respects; to pay homage (at a monument, mausoleum etc)"
荪 sun1 狲飧孙 "艹 cao3, 孙 sun1, 十 shi2, 子 zi5, 小 xiao3, 了 le5, 八 ba1" 4772  "荪 sun1 fragrant grass"
髯 ran2 然燃蚺 "髟 biao1, 冉 ran3, 彡 shan1, 三 san1, 二 er4, 厶 si1, 土 tu3, 十 shi2" 4773  "髯 ran2 beard; whiskers"
绀 gan4 赣淦㽏旰 "纟 si1, 甘 gan1, ㇀ ti2, 廿 nian4, 卄 nian4, 十 shi2" 4774  "绀 gan4 violet or purple"
豢 huan4 奂焕漶患宦涣唤浣擐幻鲩换痪逭 "豕 shi3, 夫 fu1, 二 er4, 人 ren2" 4775  "豢 huan4 to rear; to raise (animals)"
喹 kui2 櫆戣暌揆奎逵葵馗蝰魁夔睽骙 "口 kou3, 奎 kui2, 大 da4, 圭 gui1, 人 ren2, 土 tu3, 十 shi2" 4776  
宦 huan4 豢痪逭幻漶换擐鲩奂焕涣浣患唤 "宀 mian2, 臣 chen2, 冖 mi4" 4777 宦官 "宦 huan4 imperial official; court eunuch
宦官 huan4guan1 court eunuch"
旖 yi3 倚扆苡𬺈矣酏𫖮蚁踦已舣乙佁以钇椅 "奇 ji1, 方 fang1, 𠂉 jiu3, 万 wan4, 大 da4, 可 ke3, 人 ren2, 丁 ding1, 口 kou3" 4778 旖旎 "旖 yi3 fluttering of flag
旖旎 yi3ni3 charming and gentle"
郸 dan1 单眈聃儋瘅箪担殚丹耽 "单 dan1, 日 ri4, 十 shi2, 囗 wei2" 4779 邯郸 "郸 dan1 name of a district in hebei
邯郸 han2dan1 handan prefecture-level city in hebei; also handan county"
涝 lao4 酪烙嫪耢 "氵 shui3, 劳 lao2, ㇀ ti2, 力 li4, 艹 cao3, 冖 mi4, 十 shi2" 4780  "涝 lao4 flooded"
粼 lin2 遴琳邻箖璘鳞林辚翷磷𬭸𬴊麟瞵潾淋啉临嶙霖 "米 mi3, 舛 chuan3, 木 mu4, 十 shi2, 夕 xi1" 4781  "粼 lin2 clear (as of water)"
貘 mo4 耱貊蓦陌镆靺秣默莫茉沫漠末寞墨瘼𬙊殁 "豸 zhi4, 莫 mo4, 艹 cao3, 十 shi2, 日 ri4, 大 da4, 囗 wei2, 人 ren2" 4782  "貘 mo4 tapir"
钨 wu1 洿乌污屋圬邬诬巫呜 "钅 jin1, 乌 wu1, 𠂉 jiu3, 二 er4, 马 ma3" 4783  "钨 wu1 tungsten (chemistry)"
蟊 mao2 蝥矛茅毛旄茆牦髦锚 "矛 mao2, 予 yu2, 龴 jue2, 虫 chong2, 中 zhong1, ㇀ ti2, 口 kou3" 4784  "蟊 mao2 spanish fly; grain-eating grub"
骍 xing1 兴星猩腥惺瑆煋 "马 ma3, 辛 xin1, 立 li4, 十 shi2, 亠 tou2" 4785  "骍 xing1 horse (or cattle) of reddish color; bay horse"
槭 qi4 气器汽碶契泣迄憩磜葺讫碛汔洓砌弃 "木 mu4, 戚 qi1, 十 shi2, 戊 wu4, 戈 ge1, 弋 yi4, 上 shang4, 小 xiao3, 八 ba1" 4786  "槭 qi4 maple"
讫 qi4 洓契弃汽泣葺碛砌憩汔气器迄槭碶磜 "讠 yan2, 乞 qi3, 𠂉 jiu3" 4787  "讫 qi4 finished"
腈 jing1 荆兢猄睛泾粳旌菁京惊鼱茎精鲸䴖经晶麖 "月 yue4, 青 qing1, 土 tu3, 十 shi2" 4788  "腈 jing1 acrylic"
汨 mi4 冖嘧谧幂觅泌密蜜秘蓂祕 "氵 shui3, 日 ri4, ㇀ ti2, 囗 wei2" 4789  
舢 shan1 烻姗苫山杉钐衫珊煽删跚彡芟潸埏 "舟 zhou1, 山 shan1, 凵 kan3" 4790  "舢 shan1 sampan"
龉 yu3 羽圉雨宇庾屿瑀语与㺄俣圄禹鄅窳瘐敔予伛 "齿 chi3, 吾 wu2, 止 zhi3, 凵 kan3, 人 ren2, 五 wu3, 口 kou3" 4791  "龉 yu3 irregular teeth"
菡 han4 暵焊瀚汉翰垾憾汗悍撼捍颔扞旱撖 "艹 cao3, 函 han2, 十 shi2, 凵 kan3, 八 ba1" 4792  "菡 han4 lotus blossom"
霖 lin2 林辚瞵临箖磷鳞𬴊粼遴淋嶙潾啉琳邻翷麟璘𬭸 "雨 yu3, 林 lin2, 巾 jin1, 木 mu4, 十 shi2" 4793  "霖 lin2 continued rain"
邯 han2 焓含邗琀浛崡函晗寒涵嵅韩 "甘 gan1, 廿 nian4, 卄 nian4, 十 shi2" 4794 邯郸 "邯 han2 name of a district in hebei
邯郸 han2dan1 handan prefecture-level city in hebei; also handan county"
囟 xin4 信衅 "囗 wei2, 乂 yi4" 4795  "囟 xin4 fontanel (gap between the bones of an infant's skull)"
幂 mi4 蓂蜜密觅秘谧冖嘧祕汨泌 "巾 jin1, 冖 mi4, 日 ri4, 大 da4, 囗 wei2, 人 ren2" 4796  "幂 mi4 (math.) power; exponent; to cover with a cloth; cloth cover; veil"
寮 liao2 鹩漻簝獠疗寥嫽髎僚缭橑辽嘹聊燎潦 "宀 mian2, 冖 mi4, 小 xiao3, 八 ba1" 4797  "寮 liao2 laos; hut; shack; small window"
逵 kui2 揆魁葵蝰睽骙夔奎櫆戣喹暌馗 "辶 chuo4, 坴 lu4, 土 tu3, 八 ba1, 十 shi2" 4798  "逵 kui2 crossroads; thoroughfare"
辊 gun3 绲鲧磙滚衮 "车 che1, 昆 kun1, 十 shi2, 日 ri4, 比 bi3, 囗 wei2, 匕 bi3" 4799  "辊 gun3 roller"
茗 ming2 明铭暝螟洺溟名瞑鸣冥 "艹 cao3, 名 ming2, 十 shi2, 夕 xi1, 口 kou3" 4800 品茗 "茗 ming2 thea sinensis; young leaves of tea
品茗 pin3ming2 to taste tea; to sip tea"
铋 bi4 毕筚愎蔽邲诐赑臂滗皕嬖碧陛敝璧壁狴襞毖馝蓖币痹庳 "钅 jin1, 必 bi4, 𠂉 jiu3, 二 er4, 心 xin1" 4801  "铋 bi4 bismuth (chemistry)"
呋 fu1 稃夫跗砆玞𫓧孵趺敷麸鄜肤 "口 kou3, 夫 fu1, 二 er4, 人 ren2" 4802  
绥 sui2 隋随 "纟 si1, 妥 tuo3, ㇀ ti2, 女 nü3" 4803  "绥 sui2 to pacify"
锔 ju1 娵腒居拘掬砠裾琚趄疽泃鞠苴雎崌驹椐𬶋岨狙鞫 "钅 jin1, 局 ju2, 𠂉 jiu3, 二 er4, 尸 shi1, 口 kou3" 4804  "锔 ju1 to mend by stapling or cramping broken pieces together"
鲥 shi2 蚀食埘识炻莳十拾鼫实湜时石祏 "鱼 yu2, 时 shi2, ⺈ yi4, 田 tian2, 囗 wei2, 十 shi2, 日 ri4, 寸 cun4" 4805  "鲥 shi2 shad; ilisha elongata"
鳢 li3 澧锂俚里李鲤理醴逦浬娌礼 "鱼 yu2, 豊 li3, ⺈ yi4, 田 tian2, 囗 wei2, 十 shi2, 曲 qu1, 豆 dou4, 曰 yue1, 口 kou3" 4806  "鳢 li3 snakefish; snakehead mullet"
晌 shang3 垧赏 "日 ri4, 向 xiang4, 囗 wei2, 口 kou3" 4807 "半晌 晌午" "晌 shang3 part of the day; midday
半晌 ban4shang3 half of the day; a long time; quite a while
晌午 shang3wu5 noon"
缱 qian3 遣谴浅肷 "纟 si1, 遣 qian3, ㇀ ti2, 辶 chuo4, 中 zhong1, 口 kou3" 4808 缱绻 "缱 qian3 attached to; loving
缱绻 qian3quan3 in love and inseparable"
稞 ke1 匼苛蝌磕棵颏牁柯疴坷科轲窠颗瞌髁嗑珂 "禾 he2, 果 guo3, 木 mu4, 十 shi2, 日 ri4, 囗 wei2" 4809 青稞 "稞 ke1 (wheat)
青稞 qing1ke1 highland barley (grown in tibet and qinghai); qingke barley"
孖 zi1 孜淄孳滋缁嵫姿资赀趑咨镃鄑辎髭粢锱鼒龇嗞觜鲻 "子 zi5, 了 le5" 4810  "孖 zi1 twins"
靳 jin4 殣瑨溍进浸觐荩祲晋缙妗尽琎墐浕禁烬劲噤赆近 "革 ge2, 斤 jin1" 4811  "靳 jin4 martingale; stingy"
咛 ning2 宁柠凝拧狞苧聍 "口 kou3, 宁 ning2, 宀 mian2, 丁 ding1, 冖 mi4" 4812 叮咛 "咛 ning2 to enjoin
叮咛 ding1ning2 to warn; to urge; to exhort; to give instructions carefully and insistently"
蓦 mo4 殁靺茉漠镆陌末瘼𬙊默耱墨寞貊秣沫貘莫 "莫 mo4, 马 ma3, 艹 cao3, 十 shi2, 日 ri4, 大 da4, 囗 wei2, 人 ren2" 4813 "蓦然 蓦地" "蓦 mo4 leap on or over; suddenly
蓦然 mo4ran2 suddenly; sudden
蓦地 mo4de5 suddenly; unexpectedly"
虬 qiu2 遒求球囚泅酋犰俅巯鼽璆赇訄蝤裘逑𨱇 "虫 chong2, 中 zhong1, ㇀ ti2, 口 kou3" 4814  "虬 qiu2 young dragon with horns"
诟 gou4 姤彀购构媾垢够雊遘觏 "讠 yan2, 后 hou4, 口 kou3" 4815 诟病 "诟 gou4 disgrace; to revile
诟病 gou4bing4 to denounce; to castigate"
噶 ga2 尜钆 "口 kou3, 葛 ge2, 艹 cao3, 曷 he2, 十 shi2, 曰 yue1, 囗 wei2" 4816  "噶 ga2 phonetic ga (used in rendering tibetan and mongolian sounds); tibetan ge: language of buddha"
踯 zhi2 殖跖摭侄执絷值职植直埴 "郑 zheng4, 口 kou3, 止 zhi3, 关 guan1, 天 tian1, 大 da4, 人 ren2" 4817  "踯 zhi2 hesitating; to stop"
祢 mi2 醾弥麋迷蘼縻醚谜猕 "尔 er3, 卜 bu3, ⺈ yi4, 小 xiao3, 八 ba1" 4818  "祢 mi2 memorial tablet in a temple commemorating a deceased father"
蛲 nao2 峱挠铙硇呶猱 "虫 chong2, 尧 yao2, 中 zhong1, ㇀ ti2, 口 kou3, 兀 wu4, 儿 er2" 4819  "蛲 nao2 parasitic worm; human pinworm (enterobius vermicularis)"
狨 rong2 瑢榕绒蓉荣蝾容熔茸溶融镕嵘戎 "犭 quan3, 戎 rong2, 戈 ge1, 弋 yi4" 4820  "狨 rong2 marmoset (zoology)"
睚 ya2 玡琊衙伢芽蚜牙崖涯堐岈 "目 mu4, 囗 wei2, 厂 chang3, 圭 gui1, 土 tu3, 十 shi2" 4821  "睚 ya2 corner of the eye; to stare"
畚 ben3 本苯 "厶 si1, 奋 fen4, 大 da4, 田 tian2, 人 ren2, 囗 wei2, 十 shi2" 4822  "畚 ben3 a basket or pan used for earth, manure etc"
姝 shu1 陎淑摅输梳殊倏抒纾书舒叔鄃毹枢殳菽疏蔬 "女 nü3, 朱 zhu1, 未 wei4, 木 mu4, 十 shi2" 4823  "姝 shu1 pretty woman"
翳 yi4 诣疫呓⺈异鹢易弈谊怿杙缢瘗驿抑蜴义埸臆羿燚𬟁译翼 "殹 yi4, 羽 yu3, 医 yi1, 殳 shu1, 矢 shi3, 𠂉 jiu3, 大 da4, 人 ren2, 又 you4, 习 xi2, ㇀ ti2" 4824  "翳 yi4 feather screen; to screen; to shade; cataract"
撺 cuan1 汆镩蹿 "扌 shou3, 窜 cuan4, ㇀ ti2, 穴 xue2, 串 chuan4, 宀 mian2, 八 ba1, 冖 mi4, 吕 lü3, 口 kou3" 4825  "撺 cuan1 rush; stir up; throw; fling; hurry; rage"
埂 geng3 绠𬒔耿梗鲠哽 "土 tu3, 更 geng4, 十 shi2, 日 ri4, 乂 yi4, 囗 wei2" 4826 田埂 "埂 geng3 strip of high ground; low earth dyke separating fields
田埂 tian2geng3 embankment or foothpath between paddy fields"
膦 lin4 躏赁吝蔺 "月 yue4, 米 mi3, 舛 chuan3, 木 mu4, 十 shi2, 夕 xi1" 4827  "膦 lin4 phosphine"
杓 biao1 标膘飑镳彪骉镖熛骠飙幖瘭儦藨瀌 "木 mu4, 勺 shao2, 十 shi2" 4828  "杓 biao1 (literary) handle of a spoon or ladle; (literary) collective name for the three stars that form the handle of the big dipper"
泠 ling2 陵鸰瓴囹羚翎伶鲮绫祾澪舲玲龄零昤柃苓棂蛉灵聆姈铃 "氵 shui3, 令 ling4, ㇀ ti2, 龴 jue2" 4829  "泠 ling2 sound of water flowing"
橹 lu3 虏卤镥掳澛鲁 "木 mu4, 鲁 lu3, 十 shi2, 鱼 yu2, 日 ri4, ⺈ yi4, 田 tian2, 囗 wei2" 4830  "橹 lu3 scull (single oar worked from side to side over the stern of a boat) (free word)"
嫦 chang2 常尝偿肠徜苌鲿 "女 nü3, 常 chang2, 巾 jin1, 口 kou3, 冖 mi4" 4831  "嫦 chang2 a legendary beauty who flew to the moon; the lady in the moon"
藁 gao3 杲缟搞稿槁镐 "艹 cao3, 十 shi2, 高 gao1, 木 mu4, 亠 tou2, 口 kou3" 4832  
颔 han4 旱憾扞汉撖捍瀚垾撼暵焊翰悍菡汗 "含 han2, 页 ye4, 今 jin1, 口 kou3, 贝 bei4, 人 ren2" 4833 颔首 "颔 han4 chin; to nod (one's assent)
颔首 han4shou3 to nod one's head"
啷 lang1  "口 kou3, 郎 lang2, 良 liang2, 艮 gen3" 4834  "啷 lang1 clank"
榖 gu3 谷罟诂骨毂鹘股古瞽臌鼓嘏𦙶鹄汩羖牯瀔钴贾馉蛊 "木 mu4, 士 shi4, 冖 mi4, 殳 shu1, 十 shi2, 又 you4" 4835  "榖 gu3 paper mulberry tree"
悱 fei3 翡匪篚榧斐朏诽棐 "忄 xin1, 非 fei1, 三 san1, 二 er4" 4836  "悱 fei3 to want to articulate one's thoughts but be unable to"
蛳 si1 锶司私澌纟厮斯缌凘撕飔虒嘶楒㟃丝鸶思咝厶 "虫 chong2, 师 shi1, 中 zhong1, ㇀ ti2, 口 kou3, 刂 dao1, 巾 jin1" 4837 螺蛳 "蛳 si1 snail
螺蛳 luo2si1 river snail"
肟 wo4 斡握偓幄卧硪沃渥龌 "月 yue4, 亏 kui1" 4838  "肟 wo4 oxime; oximide; -oxil (chemistry)"
鹋 miao2 瞄描苗 "苗 miao2, 鸟 niao3, 艹 cao3, 田 tian2, 十 shi2, 囗 wei2, 乌 wu1, 马 ma3" 4839  
赭 zhe3 锗者褶啫 "赤 chi4, 者 zhe3, 土 tu3, 小 xiao3, 十 shi2, 八 ba1, 日 ri4, 囗 wei2" 4840  "赭 zhe3 ocher"
痧 sha1 砂鲨纱刹煞沙裟杀莎铩 "疒 ne4, 沙 sha1, 广 guang3, ㇀ ti2, 厂 chang3, 氵 shui3, 少 shao3, 八 ba1" 4841  "痧 sha1 cholera"
浬 li3 礼娌李醴里逦澧锂鳢理俚鲤 "氵 shui3, 里 li3, ㇀ ti2, 田 tian2, 土 tu3, 囗 wei2, 十 shi2" 4842  "浬 li3 nautical mile"
愠 yun4 恽孕郓酝蕴缊韫运韵 "忄 xin1, 日 ri4, 皿 min3, 囗 wei2" 4843  "愠 yun4 indignant; feel hurt"
赓 geng1 耕庚浭羹鹒更 "庚 geng1, 贝 bei4, 广 guang3, 大 da4, 厂 chang3, 人 ren2" 4844  "赓 geng1 to continue (as a song)"
蚶 han1 酣憨鼾顸 "虫 chong2, 甘 gan1, 中 zhong1, ㇀ ti2, 口 kou3, 廿 nian4, 卄 nian4, 十 shi2" 4845  "蚶 han1 small clam (arca inflata)"
溏 tang2 䣘鄌搪唐糖堂螗瑭塘螳棠樘膛 "氵 shui3, 唐 tang2, ㇀ ti2, 广 guang3, 口 kou3, 厂 chang3, 十 shi2" 4846  "溏 tang2 half congealed; pond"
嬗 shan4 疝剡赡𫮃汕嶦骟讪蟮鳝扇墡鄯擅缮膳善 "女 nü3, 亶 dan3, 旦 dan4, 亠 tou2, 回 hui2, 囗 wei2, 口 kou3, 日 ri4" 4847  "嬗 shan4 (literary) to go through successive changes; to evolve"
鲀 tun2 豚屯坉饨忳臀 "鱼 yu2, 屯 tun2, ⺈ yi4, 田 tian2, 囗 wei2, 十 shi2, 凵 kan3" 4848  "鲀 tun2 pufferfish (family tetraodontidae)"
蓑 suo1 睃梭桫嗦娑羧嗍缩唆 "艹 cao3, 衰 cui1, 十 shi2, 衣 yi1, 口 kou3, 亠 tou2" 4849  "蓑 suo1 rain coat made of straw etc"
戕 qiang1 戗镪玱枪呛羌锖蜣锵腔 "爿 pan2, 戈 ge1, 弋 yi4" 4850  "戕 qiang1 to kill; to injure"
螅 xi1 巇酅熙希汐析恓樨菥郗惜悉谿熻昔豨牺暿睎溪息淅翕穸 "虫 chong2, 息 xi1, 中 zhong1, ㇀ ti2, 口 kou3, 自 zi4, 心 xin1, 目 mu4, 囗 wei2" 4851  "螅 xi1 (intestinal worm)"
戗 qiang1 镪蜣呛腔戕锵枪锖玱羌 "仓 cang1, 戈 ge1, 人 ren2, 弋 yi4" 4852  "戗 qiang1 contrary; pushing against; bump; knock"
蝮 fu4 复副赋缚咐傅驸妇负赴附鲋父覆阜赙付富㳇馥腹讣 "虫 chong2, 复 fu4, 中 zhong1, ㇀ ti2, 口 kou3, 𠂉 jiu3, 日 ri4, 囗 wei2" 4853  "蝮 fu4 insect"
伉 kang4 闶炕钪抗亢 "亢 kang4, 亠 tou2, 几 ji3" 4854 伉俪 "伉 kang4 spouse; big and tall; strong; robust; upright and outspoken
伉俪 kang4li4 husband and wife (literary)"
鹾 cuo2 矬痤嵯 "卤 lu3, 差 cha4, 囗 wei2, 乂 yi4" 4855  "鹾 cuo2 brine; salt"
